地域	値	店舗数	人口
九州	15942	11	1066
東北	21577	27	1034
関西	28516	6	567
九州	31102	28	1673
関東	25164	5	1244
関東	20635	16	1883
中部	18344	24	1293
中部	26648	7	1198
東北	13280	22	488
関東	13145	26	1630
東北	15689	25	431
東北	28208	26	1652
東北	26009	12	968
中部	21274	7	515
東北	30829	17	637
関西	30751	13	1269
関西	19199	14	1950
九州	12291	27	821
中部	23711	19	422
九州	16820	17	1137
九州	30511	12	1399
関東	16222	27	1482
中部	19761	12	410
中部	14181	11	1027
関西	22819	26	647
東北	29465	6	415
関西	24658	25	1794
中部	18500	10	1663
関西	28225	26	1417
関東	19337	16	1595
関西	14667	16	1494
関東	25701	12	1548
東北	14800	24	1266
東北	22573	20	514
九州	19642	18	1873
関東	31523	13	1387
関東	18016	5	1240
関西	19655	14	1646
関西	25182	11	971
関西	24077	13	853
九州	29314	7	1778
東北	25037	17	1937
中部	18241	6	998
中部	29713	28	1544
中部	12932	14	669
東北	15145	27	1348
中部	15774	10	1293
関西	30264	26	1062
中部	31843	9	1161
関西	21654	17	1062
東北	18439	22	953
関東	26320	5	1410
東北	14973	27	1233
中部	13093	13	637
九州	13492	9	1524
東北	16399	20	903
東北	23016	19	1851
中部	16538	18	1479
中部	15606	29	1556
東北	26005	26	1346
関東	18168	13	1891
九州	31527	29	705
九州	31972	21	1536
九州	28102	22	557
九州	18119	24	530
東北	29064	23	1505
九州	12569	12	1356
九州	14721	17	1240
東北	12358	20	774
関西	29669	18	467
東北	22392	19	1255
関西	20245	24	930
関西	15564	25	1214
東北	26712	23	722
九州	16267	10	1339
関東	13502	13	1650
東北	23078	14	529
東北	30694	13	1176
関東	30710	8	803
東北	20605	10	1650
東北	30191	23	1184
九州	25295	9	1174
九州	12170	9	925
関東	23027	23	1144
関東	18971	24	1515
九州	27517	18	1804
東北	14369	22	1889
関東	18446	12	1553
九州	25735	5	1362
関東	16441	10	1985
東北	12334	11	1182
九州	26933	27	776
九州	23621	15	1060
九州	17602	19	1885
関東	24841	26	926
関西	24132	14	805
関東	23935	22	1402
東北	20976	22	1295
九州	23419	13	1399
関東	17102	24	443
関西	16287	20	482
関東	17545	28	998
東北	21103	22	1617
関東	25210	29	725
東北	29718	7	426
九州	29408	14	1354
九州	13678	14	1741
中部	21097	9	720
東北	21120	6	1869
関西	24550	16	1675
関東	26620	26	1977
関西	26708	5	1794
東北	28202	16	1180
中部	28218	24	984
関東	18817	22	1163
中部	22203	13	1835
中部	23059	9	1477
東北	28710	17	984
関東	18066	10	547
中部	18322	16	449
関東	14932	24	737
関西	20076	15	1339
九州	17682	7	807
中部	21465	23	1020
中部	23692	18	418
中部	21537	11	1186
関西	25090	16	1159
九州	28993	13	484
九州	20968	20	1805
九州	17552	12	1509
関東	28061	24	1760
関東	16105	22	616
中部	28471	18	604
関東	17475	27	616
中部	31106	16	461
関西	15989	17	1374
東北	23415	11	467
関東	23509	29	1512
中部	24214	24	482
中部	16868	7	1540
関西	31076	22	1959
関東	26503	19	578
中部	14775	13	1301
中部	15229	21	773
関西	30068	15	1091
東北	29069	22	1662
関西	14611	27	1950
関西	31787	6	991
中部	25270	26	554
関東	19573	9	1343
関西	13584	17	1366
東北	19373	7	1072
関東	22147	19	1725
九州	18978	26	463
関西	31663	7	1660
東北	30363	15	1749
中部	30858	28	709
関東	20416	14	1394
東北	21473	22	775
東北	12915	26	1011
中部	30634	13	1015
中部	14994	23	1363
東北	12507	9	707
関東	20800	14	1593
関東	29941	5	688
関西	23389	14	691
東北	14464	28	615
関東	16852	13	716
関東	20382	11	775
中部	23149	22	1485
関西	16668	9	735
関東	16923	20	722
関西	14801	8	1893
関西	25655	12	1910
九州	22913	24	1099
関西	12624	8	722
関東	25096	24	400
中部	29775	7	1764
関西	15445	13	1364
東北	12185	24	462
中部	24739	13	1995
九州	18852	6	619
中部	18799	27	826
関西	31097	11	594
関西	27394	5	1535
東北	31137	26	1317
関東	29411	23	1378
関東	20345	12	732
関西	18239	21	1344
東北	21724	14	1561
中部	26630	18	1262
関西	25516	29	486
九州	27211	6	900
東北	13262	21	543
九州	20533	6	1386
関西	21145	18	1452
中部	14310	24	1111
中部	27586	11	1604
関東	28665	19	507
九州	16037	14	1856
関西	12724	20	1884
関東	14732	8	630
東北	14531	17	1067
中部	13821	18	1735
東北	17434	11	476
東北	14266	25	1053
関西	27317	25	1296
関西	24909	7	1882
九州	18754	12	1287
関東	21321	15	1515
関西	14033	11	495
関東	15818	14	1492
中部	20725	27	644
東北	23761	13	1944
関西	19707	22	957
中部	13745	24	1398
中部	24323	13	1487
九州	24048	25	1949
関東	19056	12	500
中部	31024	19	1908
関西	30320	24	856
関東	27856	6	1628
中部	18683	22	496
東北	14237	17	798
関東	19073	28	1425
関東	12513	9	999
東北	13105	10	710
関東	16730	6	1711
関東	28230	26	1820
関東	21536	9	545
九州	17928	9	685
関東	27692	25	1116
中部	28555	21	1886
関東	13731	20	1322
九州	20058	21	978
九州	15729	28	1771
東北	22238	26	1412
東北	24471	22	666
中部	16209	7	994
九州	22233	6	1826
東北	23706	20	520
関東	30407	26	1664
関西	22963	24	1229
東北	24227	6	1373
東北	14745	6	1171
関西	17627	28	698
関東	17327	19	1312
九州	31913	25	1356
東北	18546	27	1084
関東	29885	7	905
九州	21922	14	1616
東北	24802	7	1788
関西	15123	28	1186
中部	12556	26	910
中部	21549	22	1366
東北	29425	7	1521
中部	24782	20	1589
九州	14112	23	484
中部	15295	20	1699
関西	24793	9	551
東北	19290	25	1781
関西	25188	16	1885
中部	16010	18	1079
中部	20995	20	1177
中部	27232	23	1323
関西	13581	12	1632
九州	12957	26	1031
中部	30069	6	557
東北	20387	22	643
九州	23521	28	738
中部	23195	20	1365
関東	14160	28	1772
関東	20274	20	1277
関西	31743	25	1491
九州	16629	19	938
中部	20662	7	632
関東	23265	18	851
関西	22778	6	1316
中部	29593	9	581
中部	26045	23	1582
関西	29622	13	938
関西	28838	22	1362
関西	25296	15	947
中部	17020	21	1262
関西	19883	15	674
関西	15587	5	1058
関東	30805	8	1440
関西	12005	5	763
関西	20229	6	1696
中部	31128	22	1059
九州	12638	18	1433
関西	22068	29	1283
中部	22214	16	815
関西	22952	11	1760
中部	12489	18	485
東北	29536	21	1552
東北	26514	13	1716
九州	22852	12	1762
関東	18164	29	576
中部	30466	16	1665
東北	19956	6	1186
関西	31203	9	1473
関東	17423	22	1062
中部	25695	15	1212
関東	14977	24	1358
関東	24987	22	507
九州	15613	15	1277
関東	25742	7	760
中部	25947	7	1249
東北	16319	21	1054
中部	27866	16	1549
九州	12988	9	480
関東	15349	10	408
九州	24283	24	417
九州	24101	21	401
中部	14927	28	1628
関東	30327	27	649
関東	21229	8	874
関東	18872	9	549
九州	30168	14	669
東北	30464	21	1000
関西	12405	14	1876
中部	22941	17	1450
中部	17288	7	1622
中部	25832	11	1834
関東	25763	24	1753
中部	16382	6	1457
中部	17256	12	1318
九州	19379	12	1128
中部	26868	22	1267
九州	29475	18	1174
九州	31725	24	1832
東北	15066	12	604
東北	18273	19	1848
中部	23384	10	1137
九州	15904	22	1886
関西	18571	7	836
中部	20963	8	1666
東北	30490	26	1644
九州	22680	8	980
関東	31033	21	1831
関西	14754	14	914
関西	25384	18	1604
中部	18430	7	1374
関西	27903	16	1288
関東	16067	13	1457
関西	14846	8	1905
関東	23700	24	465
関西	22308	14	1532
中部	13076	23	710
東北	22879	9	1669
関東	19788	16	1600
関西	15376	10	939
関東	16674	24	939
中部	24365	18	444
中部	14971	8	1449
中部	30515	23	855
関東	24856	13	622
九州	13058	17	1907
九州	31123	13	599
中部	23427	17	1112
中部	25765	12	1076
東北	22495	17	1097
関西	18101	24	1847
中部	25841	10	1459
東北	30826	15	1034
東北	29615	17	1223
東北	19584	6	913
中部	31895	29	1195
東北	25719	17	1837
東北	27280	11	1378
中部	14377	23	649
中部	15424	8	1806
東北	26138	15	502
東北	17934	17	560
関西	20380	25	1248
中部	24052	26	677
東北	17802	17	553
中部	14132	13	794
中部	27681	22	564
関東	16564	14	948
関東	14499	24	1103
関西	28377	23	1187
中部	17597	15	1357
関東	15444	7	675
東北	14566	10	401
関西	14182	18	726
関東	12464	20	585
関東	23893	20	1886
九州	13675	8	680
九州	13158	18	1096
中部	20920	6	1487
関西	12933	6	1643
関東	20083	15	1304
関西	23254	19	679
九州	27714	25	1536
関西	31276	26	1573
関東	26585	27	1211
関東	27769	28	1625
東北	23140	20	1201
中部	15906	22	1048
関西	28654	27	1180
関西	17527	12	1484
関西	27053	25	1633
関西	13288	23	500
東北	23421	22	1504
関東	12029	13	1956
関西	23906	29	1622
九州	27763	25	511
中部	22765	9	1123
東北	14835	13	1391
東北	28065	15	1011
関西	20173	16	1578
中部	31374	15	1365
東北	30164	19	1174
中部	17799	17	588
中部	28613	28	1283
関西	25756	22	1056
関西	15479	20	1673
関東	12567	14	1457
東北	27906	10	1386
東北	18871	20	1195
九州	16141	20	1597
関西	25364	5	1748
九州	29087	14	1990
関東	27086	8	736
東北	25529	21	731
中部	22864	26	595
東北	14252	20	981
関西	30827	6	1435
東北	21130	28	861
関東	20497	26	1189
関西	14465	13	1745
東北	31226	13	1904
東北	12991	8	1504
関東	24870	5	1421
中部	18526	25	1085
中部	24377	20	1684
中部	23875	21	411
関西	19212	28	1433
九州	20488	16	863
関西	25354	22	554
東北	17778	24	1946
関東	21667	14	1305
九州	22016	25	1922
中部	13952	10	1746
九州	15821	7	718
九州	29685	26	1620
中部	27543	22	1854
関東	26601	15	1044
関西	26701	17	464
九州	29508	12	1682
関東	16134	23	1007
東北	15224	11	539
関西	29692	24	1760
中部	23168	12	1264
中部	26722	12	1518
関東	17581	21	1187
関東	23271	24	1095
東北	21732	18	880
東北	22489	9	1613
東北	28797	19	1368
関東	28507	11	993
九州	23213	11	853
関西	16060	17	580
中部	20286	17	417
関西	19365	8	1564
関東	17385	14	1197
中部	31130	5	1980
関西	29286	7	468
九州	31755	27	1959
東北	20654	16	484
関西	21815	25	411
東北	29813	15	660
九州	12351	17	953
中部	23898	23	794
東北	29076	21	1254
九州	20986	20	924
中部	16479	25	1279
東北	20479	6	630
東北	18701	23	496
九州	12523	16	1704
九州	19588	10	1112
関東	25173	16	1506
東北	25043	24	1088
東北	27858	10	1617
東北	17559	22	1584
中部	31661	22	713
関西	22725	13	1943
関西	16078	5	1436
中部	15430	28	860
九州	24661	26	1066
東北	22162	21	1021
東北	26834	14	1739
東北	22781	18	1828
九州	30112	29	1491
関西	22004	11	1959
関西	29843	18	1482
九州	22276	9	1886
東北	20913	10	1784
関西	14039	26	848
中部	19885	21	1883
関西	31521	13	1131
東北	23457	10	1280
関西	30630	24	1932
九州	28680	15	1227
関西	22106	17	642
九州	16111	25	1147
関東	13085	19	1783
九州	30851	24	1004
関西	26199	25	1471
関東	27486	23	1590
関東	28977	28	1576
関西	31506	17	1907
関西	23970	5	1207
関東	23467	8	778
東北	31526	20	749
九州	25524	23	907
中部	15993	8	582
九州	30611	19	903
関東	27137	13	488
東北	22776	5	1464
九州	20851	27	1508
関西	12209	29	1373
東北	21639	25	1299
中部	20165	27	993
東北	30135	19	511
東北	24528	29	1764
関東	16762	22	526
九州	26236	22	1523
関西	29561	25	700
関西	14209	13	1636
九州	26147	28	1958
中部	14242	22	593
東北	30701	21	1421
中部	23337	5	1982
九州	27938	25	852
関西	31088	12	1966
関西	28968	15	757
関東	24879	26	1561
九州	20325	27	1141
東北	17905	12	766
関東	13792	6	824
関東	26097	20	1604
関西	24806	24	1238
九州	20413	28	1036
関東	20105	12	1139
関東	22002	14	1018
九州	13276	29	1405
九州	31336	10	702
関西	29838	12	1793
中部	24347	26	1125
関西	31758	22	1630
中部	19190	10	1857
東北	28736	28	936
中部	29379	22	1987
関西	20104	15	1557
関西	26570	14	1609
中部	23225	20	939
九州	30196	9	568
関西	25673	11	1228
関東	19619	27	1233
東北	15323	23	1944
東北	12539	21	530
九州	29728	10	892
東北	27978	27	1464
東北	20370	17	1001
中部	20797	10	1110
東北	14850	14	1136
関西	30485	28	1335
東北	16341	18	1831
中部	18605	19	1140
東北	23214	19	970
関西	19961	6	1486
九州	14479	11	1637
中部	31039	11	826
九州	14040	26	868
中部	17293	11	877
中部	31576	15	1923
中部	26098	10	1147
関西	17770	17	904
中部	30969	19	1114
関東	25442	20	684
九州	13648	25	1799
東北	19130	12	1795
東北	31557	9	898
関西	21625	15	855
関東	22765	23	444
中部	22073	7	1988
関東	17761	19	715
九州	21477	20	849
中部	27378	6	402
関東	16267	25	549
東北	20826	21	1069
九州	18117	7	1726
中部	13095	9	1869
東北	30418	29	1821
関東	17727	10	423
関西	28985	16	1110
中部	28407	10	1504
関西	24742	7	1391
関東	26808	25	1472
東北	20943	24	1950
東北	22394	16	745
関西	17662	22	633
東北	19472	15	1936
関東	17291	7	1767
関西	30198	11	581
中部	30700	25	694
中部	19598	6	490
九州	22211	20	1632
関東	20872	5	578
関東	26899	21	1214
関西	22778	17	464
中部	26807	28	491
中部	14736	14	1319
関西	28391	21	1889
九州	24248	16	1184
関東	31465	25	1985
中部	31791	24	1461
関東	20468	5	1009
九州	25598	14	1039
中部	24587	12	1504
関東	19065	22	841
関西	14069	27	1878
東北	13571	14	1544
関東	20901	14	1831
中部	26991	28	1442
九州	25448	9	1803
東北	22184	8	1079
関西	20507	29	419
東北	13166	15	1772
東北	16106	29	1524
関西	30900	7	511
九州	15294	23	890
中部	20101	18	424
中部	16764	23	1994
九州	24412	8	1193
中部	27438	11	1485
関東	26891	10	1589
中部	14704	28	1380
九州	27853	12	469
九州	23542	29	842
関東	21767	11	1234
九州	28382	21	1017
九州	16377	19	1535
東北	22389	24	1153
東北	28774	21	1937
東北	13724	10	1831
中部	29789	23	1116
九州	27204	19	1928
九州	12184	23	1040
中部	24973	21	672
関東	27450	28	866
関西	27093	5	1632
関東	28344	16	650
九州	17021	12	1328
関東	29816	7	826
関西	24833	29	853
九州	15870	12	1567
関西	28182	14	1948
関東	24792	26	885
東北	22944	25	608
九州	28669	7	1026
関東	13409	26	650
中部	14734	14	836
関西	14972	23	606
東北	14465	8	544
関西	26366	16	1055
関西	27153	26	1591
東北	26330	15	913
九州	26070	25	1189
関西	17562	21	861
関西	29011	29	1516
関東	28233	15	1288
九州	24695	9	1147
関東	16908	27	618
関西	17686	13	1123
関東	17809	12	1213
関東	21822	15	1678
関東	17977	11	1879
関西	30049	27	1199
関西	14840	16	490
九州	22434	11	435
九州	18886	24	649
東北	29247	21	471
九州	27142	21	895
九州	31183	14	1799
関西	23855	22	1622
関東	31178	24	640
中部	27007	21	1378
東北	25458	26	1995
九州	16313	13	1715
九州	30967	25	1567
関東	31200	16	496
関西	28399	6	1795
中部	19364	9	1071
九州	31355	19	1012
九州	14373	25	1896
九州	31695	9	1264
九州	15953	15	1601
東北	28480	5	1311
九州	18621	10	1341
中部	15643	13	1656
九州	12996	29	599
中部	20785	14	1687
関西	25184	27	605
中部	28172	17	892
東北	14443	20	1193
中部	15109	15	1411
中部	29317	9	673
中部	18759	29	763
九州	13034	12	1057
関西	23590	7	595
中部	29794	11	1580
関西	28182	22	1711
中部	17070	27	1937
東北	31304	25	1746
九州	28110	12	1022
関東	23953	13	1609
中部	30009	25	667
関西	23144	5	885
関東	25559	27	1573
中部	18953	27	1324
九州	21530	12	1493
中部	24368	28	1955
東北	16458	24	462
東北	31623	26	779
関西	18737	8	1081
中部	14829	12	1079
東北	20729	29	1026
中部	13451	9	1889
東北	28177	15	677
中部	19019	28	1755
関西	18438	27	1677
関東	16148	6	1707
中部	26700	12	1761
九州	12969	26	1824
関西	24827	19	1957
九州	14510	29	1650
東北	16211	10	1293
中部	22800	27	1304
関西	17731	16	1654
東北	26113	25	877
関西	25515	29	1869
関西	27502	17	1080
関西	21956	20	776
中部	22887	16	1507
関東	22315	24	504
東北	17094	13	1632
関西	29015	23	428
中部	20205	13	908
関西	24716	24	553
中部	26690	13	1647
中部	12679	25	1705
関東	30867	29	1535
九州	18555	14	1823
東北	17551	9	1966
関東	29873	24	1014
関西	30263	20	1083
関西	20427	24	1356
関西	30381	12	974
関東	16792	23	796
九州	21396	28	796
関東	21813	10	844
東北	19219	8	819
関西	24809	12	1259
東北	13399	5	1655
九州	28654	27	1454
中部	29429	18	1425
関西	15945	8	1526
九州	12065	11	891
関西	14718	8	598
関西	19640	8	616
九州	12740	20	1735
関西	23291	27	470
東北	14546	20	682
関西	24356	5	605
関東	22519	22	1817
東北	15384	9	1783
関東	21943	5	1303
関西	30004	20	1329
東北	26520	14	894
関東	12496	16	1107
関西	29049	25	780
関西	20157	11	414
関東	19413	27	1151
中部	21792	5	1053
関東	21192	21	725
中部	17539	25	977
東北	16229	29	859
東北	29395	23	421
関東	13178	24	1544
中部	17928	14	677
東北	23647	6	516
九州	20554	28	554
中部	18500	11	1032
九州	27982	18	1022
中部	18888	13	1328
九州	12376	5	1551
中部	31194	15	1833
東北	29013	18	453
中部	12798	20	531
九州	24840	28	1339
関西	28133	7	1467
中部	27998	18	703
東北	19761	29	1588
中部	29779	25	1058
関西	14273	13	1674
中部	26034	23	1889
中部	24202	19	459
東北	23127	24	1241
東北	15869	27	1307
関西	24575	14	456
関東	30328	20	1333
中部	30861	26	1454
関西	19212	10	530
関西	14062	24	1712
関東	22472	11	408
中部	24378	8	846
関東	28752	12	1966
東北	21029	20	786
東北	21513	16	1405
関東	16261	8	1347
関西	27442	11	1583
関西	22411	22	1748
東北	19720	19	803
東北	26571	14	1801
九州	31976	7	879
東北	16583	19	1705
中部	18926	14	1818
東北	31011	25	1503
関西	25333	14	499
東北	21070	27	1891
関西	28152	17	1646
関西	30598	25	493
関東	16154	9	1964
中部	28251	27	1780
九州	22006	17	1491
中部	20387	29	872
九州	26853	11	1161
中部	31103	25	734
関西	31947	15	504
関東	13227	20	1333
関東	25018	25	1470
東北	14652	9	1516
九州	22423	17	486
九州	29696	18	1026
中部	15547	5	1829
東北	14005	20	572
中部	18769	20	927
関西	31071	9	877
東北	29780	15	506
九州	12281	5	448
東北	28089	8	1741
中部	30443	11	1865
関東	17922	29	1756
中部	20263	21	1676
九州	13972	10	764
関西	22560	20	1614
東北	13721	22	990
関西	19540	7	1888
中部	21538	11	753
東北	15451	24	1283
東北	28418	13	1452
関西	21713	20	427
関東	23649	19	1982
東北	30787	18	499
中部	15350	23	1532
関東	22935	26	1682
中部	19619	26	1584
九州	27917	28	1251
中部	13589	25	799
関西	13045	19	1623
九州	31605	22	1998
九州	27856	14	1406
九州	22373	7	659
九州	14550	12	1575
東北	24171	22	1627
関東	13305	20	1944
中部	29516	10	1475
東北	22073	26	919
関西	17375	13	1648
東北	18834	14	627
中部	19864	12	1129
関西	17639	7	559
関東	19200	5	1110
関東	21357	27	1921
関西	25488	19	750
関東	15781	13	1993
関東	15055	15	602
関東	29777	21	886
関東	31543	25	569
東北	28770	9	1215
関東	22937	11	1318
九州	18052	8	861
九州	14234	8	961
関西	22582	23	1562
中部	26574	27	562
東北	18815	16	576
関西	29409	5	1447
九州	15548	24	602
関西	20792	6	1324
中部	16027	22	633
関西	25354	17	1433
九州	13643	17	1615
関東	25136	18	1640
関西	28149	22	1485
関西	31501	18	910
中部	17137	10	689
東北	15734	6	1120
関東	26243	24	1364
九州	25787	16	1075
関東	22194	15	488
中部	12050	14	1480
九州	25066	14	1961
中部	14842	28	1626
東北	15609	19	1920
中部	27227	9	1158
中部	26358	22	701
関東	23336	25	1620
関西	20084	13	1139
九州	17065	15	1301
関東	24643	21	1859
東北	22270	29	996
東北	22251	18	1940
関西	22894	26	1105
関東	18610	12	660
中部	24750	26	473
中部	20974	12	1692
中部	14912	11	1250
中部	30914	10	1988
中部	22152	16	941
中部	24102	8	896
中部	14999	7	521
関東	21547	18	535
関東	27204	16	1204
中部	13987	5	1635
東北	20564	21	846
東北	31315	16	718
九州	31368	17	519
関西	27343	13	1660
関西	24814	25	739
関西	20593	11	1772
九州	15033	16	575
関西	16546	13	1774
関東	24363	17	1899
関東	27462	15	991
九州	30762	24	1352
関西	22968	5	926
東北	16472	29	1520
関東	25038	16	1527
関西	21033	17	1935
九州	20428	9	1031
九州	21850	19	1060
中部	27528	18	488
中部	20195	18	962
中部	25372	6	568
九州	29204	13	1113
九州	31345	24	1435
関東	19187	15	995
中部	16953	17	1735
関東	30435	11	1244
中部	19928	8	1109
関東	19929	14	1621
中部	23637	28	1831
中部	17006	25	518
関東	12491	21	1483
中部	31620	25	1258
九州	18099	29	1264
中部	27695	16	1720
関西	29014	26	982
九州	12735	5	865
中部	21876	14	1827
関西	20032	7	636
関西	15529	15	1241
九州	24233	5	1530
関西	30644	20	426
関東	22321	17	571
関東	19224	7	1848
九州	14401	11	1298
関西	20733	23	1803
関東	23637	26	1662
関西	30268	5	1761
中部	16226	28	846
中部	30276	11	587
東北	21658	27	476
関東	13550	10	1345
中部	16078	20	573
中部	30379	19	932
東北	27794	18	796
中部	28693	28	1339
関西	23614	28	1513
中部	31488	25	1178
九州	19440	13	948
関東	26665	15	1057
東北	22446	21	601
関西	12633	11	1803
関東	26835	9	557
中部	29206	11	1227
東北	19032	10	1221
関東	22418	21	1020
関西	16165	15	650
関西	28999	24	1371
九州	22142	11	919
関西	25573	7	1884
九州	19643	28	515
関西	14858	22	620
関西	23635	21	1791
中部	28594	26	729
関西	24518	11	1038
九州	23167	6	1285
中部	31293	24	804
関西	18174	25	1702
九州	24374	19	1699
関東	28163	29	619
九州	12422	11	820
関東	25234	15	1473
東北	15570	13	1995
東北	18901	9	1853
関西	16153	7	1064
東北	19452	22	1748
九州	18714	19	1317
関西	27856	11	774
関東	29451	26	548
中部	12095	7	1503
九州	15167	16	1247
東北	29140	9	1286
関西	27115	9	1073
関東	15664	27	1100
関西	20177	8	1987
関西	18884	17	1199
関東	26811	10	1965
九州	31290	11	1537
関西	13139	23	694
九州	23367	11	1623
関東	26392	13	1144
関東	31489	25	948
中部	14657	23	1396
中部	25925	11	1921
東北	29804	20	470
東北	18291	17	1564
九州	17110	24	1361
東北	23250	11	442
関東	27810	5	994
関東	27012	6	668
関東	14631	16	1626
九州	24595	16	756
関西	12804	12	1447
九州	25784	27	1454
東北	23742	27	1209
関西	28861	16	605
関東	24591	26	1201
中部	13401	16	1301
関西	29907	15	982
関東	19371	12	1821
東北	26957	8	927
中部	31765	26	1311
関西	28723	17	1331
関東	29736	20	510
九州	13105	14	984
関西	25638	23	860
東北	26875	25	943
関東	17432	18	1802
九州	24115	23	1758
東北	22151	27	1131
東北	29003	9	1094
東北	13453	11	1752
東北	20511	6	810
関東	23111	16	1953
関西	25209	8	823
関東	28466	25	975
東北	24938	14	1122
関西	17845	10	1129
中部	15418	28	1063
九州	24848	22	1935
関西	20605	10	1695
東北	23106	17	439
九州	21639	6	800
関西	22235	17	1293
関西	14741	20	1191
関東	13389	10	1144
関東	17013	6	1979
九州	28868	12	1191
関東	20063	5	794
九州	18680	23	1924
関西	16581	12	1060
中部	26845	22	649
関東	12469	27	1910
中部	20245	26	1409
中部	14714	13	696
関西	31610	17	1646
関西	24493	27	1538
関東	16966	27	1184
九州	18561	28	844
東北	12408	17	808
東北	15552	6	590
九州	21185	7	889
九州	25955	24	1591
関西	25925	14	661
中部	28515	19	1188
東北	20157	12	442
関東	28383	21	1259
関東	21696	17	1540
東北	16402	24	1010
関東	18140	18	1582
九州	12050	26	1702
関東	28138	25	1732
九州	28523	6	1593
九州	18259	29	1131
関東	14011	15	1145
関東	23106	11	1917
関西	14918	13	1694
関東	31104	21	1962
関東	29882	27	1612
関西	23013	15	1550
関東	22752	28	1579
関西	28311	7	1201
関西	30901	12	1250
九州	26557	5	1852
中部	28689	17	1907
関西	15611	9	1773
関西	29469	24	864
東北	20515	24	1770
関東	24734	27	991
関東	15630	12	1236
関西	13062	22	490
中部	24081	10	861
中部	24245	23	758
東北	28450	26	1894
東北	28629	10	1101
中部	18706	16	614
東北	30868	9	1417
東北	31068	27	1588
中部	28187	18	1946
関東	13299	17	1956
関東	13077	27	1460
中部	29196	14	714
関東	25494	29	1771
関西	15747	12	1155
関東	30356	13	1108
東北	15077	19	1986
関東	31019	11	1115
九州	23083	10	705
中部	14743	13	1749
関西	29709	27	1908
九州	22335	23	573
中部	28725	20	613
九州	16646	18	658
関東	19716	7	1879
東北	17772	23	1789
関東	13606	27	1811
関西	26589	15	1811
関東	31938	29	519
中部	23023	29	1338
東北	17688	27	1684
関西	28028	9	1719
九州	18229	16	1152
関東	30546	24	1633
関東	12416	20	862
九州	13357	8	1435
九州	14527	18	1389
九州	19208	25	1705
関東	27815	14	820
九州	24183	13	1574
東北	16386	18	1694
中部	19017	26	457
東北	16203	7	400
九州	15658	8	1437
関東	16294	29	1451
関西	30444	11	518
中部	28531	26	1168
関西	29014	21	1897
関西	16371	29	695
東北	18973	8	1678
関西	17172	10	920
関西	20232	27	1183
東北	21338	27	1254
中部	27798	28	1415
関東	14412	6	969
東北	31174	27	1642
九州	26145	22	1385
九州	26219	10	1715
東北	17342	11	620
九州	30586	22	1743
関東	30637	23	1102
関東	25305	6	1164
関東	30603	26	1309
東北	17502	23	470
中部	28859	5	745
九州	24276	7	1799
九州	16245	6	748
九州	23909	18	1617
九州	23027	23	1066
東北	27178	17	1930
九州	19314	20	1219
中部	18818	21	1799
関東	21173	11	417
関西	12400	29	847
九州	26016	5	967
関西	21255	19	789
東北	16056	17	1210
九州	30066	13	1608
東北	15267	14	921
九州	14509	26	754
東北	17968	22	1349
中部	15877	18	774
東北	20289	19	992
東北	17250	8	417
東北	20165	5	488
東北	24842	27	617
関東	23091	14	1143
関西	22037	6	1805
九州	27420	14	401
関東	18729	17	1317
九州	25561	6	423
関西	19236	20	931
関東	25436	17	1082
関東	14170	21	1222
中部	21638	25	571
関東	17496	6	839
九州	20767	13	532
東北	24690	16	462
東北	23516	24	1726
関西	22465	13	740
関西	20783	7	1302
関西	30746	25	1013
東北	19965	13	835
九州	31228	6	1198
九州	19808	21	1942
関東	20505	12	1590
中部	14793	6	1065
中部	20696	5	1280
九州	15500	26	1983
東北	12453	18	1725
九州	25930	14	1545
関西	17239	21	1070
関東	19584	16	1968
関東	24160	23	675
中部	18210	11	1518
九州	12245	28	1385
東北	14330	18	1748
東北	31940	12	1865
関西	27692	25	994
九州	13937	9	639
中部	27260	29	1871
東北	20153	27	563
関東	22689	11	416
東北	30392	18	1213
関東	20070	29	1022
関西	21422	15	1621
関東	16903	19	788
中部	28663	29	1891
関西	13537	21	892
関西	30013	29	914
関東	31386	27	1774
中部	21472	18	1509
関東	15789	11	1711
関東	18615	24	1125
関東	31306	11	656
関西	31710	29	1900
九州	12313	12	1901
関東	21557	9	1713
中部	28674	12	1309
九州	13553	22	1983
東北	21846	15	651
東北	15382	15	410
関西	27374	22	1078
東北	30856	25	1718
関西	12145	21	1526
中部	17273	12	1307
九州	15389	21	1498
中部	15873	24	1343
関西	17121	22	1836
関西	27691	25	1510
九州	19134	16	1276
中部	28535	22	400
九州	29254	17	1397
九州	15803	28	1443
中部	27858	17	1937
九州	26566	11	1500
関東	29433	12	516
関西	30584	11	1645
関西	12297	28	1003
関東	18882	11	1407
九州	24920	5	1200
関西	21127	28	1738
関東	21080	28	570
関西	22667	11	913
関西	18467	17	1985
九州	20091	15	1587
東北	16901	15	508
中部	25695	23	493
中部	22892	23	1802
東北	12243	16	1470
関西	31983	17	1677
中部	29893	14	1136
関西	17756	19	549
中部	29996	9	1080
関西	30390	14	1554
関東	12613	17	648
九州	24694	11	1094
関西	30538	9	1075
関西	20287	12	1243
中部	28378	22	1948
中部	31960	20	1227
中部	18884	27	811
九州	17033	24	501
関東	27892	27	922
関西	17671	9	537
関東	13152	11	622
関西	25179	8	931
中部	18520	29	1809
九州	31607	14	1482
関西	21011	14	402
